Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1362,1484,5,3,1,1918,Rural,Poor,Yes,443650,108
1363,4176,5,3,3,2019,Urban,Poor,No,637270,7
1364,3880,1,1,2,2019,Downtown,Poor,No,901612,7
1365,1019,3,3,1,1907,Downtown,Fair,No,682822,119
1366,1090,4,4,2,1937,Rural,Poor,No,739834,89
1367,1550,1,3,1,1937,Rural,Excellent,No,336788,89
1368,4133,3,2,1,1952,Suburban,Fair,Yes,612781,74
1369,4944,4,3,1,1992,Rural,Poor,Yes,395968,34
1370,1459,2,1,1,2004,Rural,Excellent,Yes,564922,22
1371,1192,3,2,1,1999,Urban,Poor,No,971463,27
1372,4399,5,2,2,1989,Downtown,Good,Yes,883721,37
1373,4973,1,1,1,1930,Rural,Poor,No,978647,96
1374,3446,3,4,2,1943,Suburban,Poor,Yes,482809,83
1375,1026,3,2,3,1959,Rural,Good,No,482331,67
1376,3724,5,4,1,1975,Downtown,Fair,Yes,816505,51
1377,2753,4,2,2,2018,Rural,Good,Yes,727900,8
1378,3844,2,2,3,1916,Urban,Fair,No,347625,110
1379,4465,5,4,3,1978,Downtown,Good,Yes,276577,48
1380,2375,2,2,3,1972,Rural,Poor,Yes,651385,54
1381,2263,4,4,2,1938,Urban,Poor,No,859010,88
1382,1020,3,1,1,1941,Downtown,Fair,Yes,980291,85
1383,1516,2,4,1,1947,Rural,Fair,Yes,384192,79
1384,616,1,1,2,1911,Urban,Excellent,No,564771,115
1385,2933,1,2,1,1995,Suburban,Excellent,No,233951,31
1386,1083,5,4,2,1988,Urban,Poor,No,191668,38
1387,894,4,2,1,2002,Suburban,Poor,No,503885,24
1388,4288,5,4,3,1917,Rural,Excellent,No,463146,109
1389,3268,5,1,1,1978,Urban,Excellent,Yes,229022,48
1390,4667,5,1,2,1995,Suburban,Fair,No,932169,31
1391,4360,1,4,2,1905,Downtown,Good,No,330831,121
1392,773,1,1,3,2021,Urban,Fair,Yes,496049,5
1393,2513,5,2,2,2007,Rural,Excellent,Yes,172540,19
1394,4933,1,2,1,1942,Downtown,Poor,Yes,741349,84
1395,1889,4,3,1,2015,Suburban,Excellent,Yes,866615,11
1396,4066,5,1,3,1934,Urban,Poor,Yes,332902,92
1397,665,1,2,2,1997,Urban,Poor,No,706442,29
1398,2067,2,4,3,2001,Rural,Poor,Yes,812301,25
1399,1228,5,1,1,2019,Downtown,Poor,No,670656,7
1400,2543,5,2,3,1953,Urban,Good,Yes,620179,73
1401,4697,4,1,2,2020,Urban,Excellent,No,96901,6
1402,3996,3,4,3,1961,Downtown,Fair,Yes,526728,65
1403,1278,3,2,2,1968,Urban,Poor,No,416056,58
1404,713,4,3,2,1981,Downtown,Poor,No,645350,45
1405,4262,4,3,1,1915,Downtown,Fair,No,539838,111
1406,2076,4,1,1,1907,Downtown,Fair,No,726923,119
1407,2948,3,4,1,1988,Rural,Poor,No,908440,38
1408,3436,4,2,2,1995,Downtown,Fair,No,445991,31
1409,3617,1,4,3,1989,Downtown,Fair,No,983332,37
1410,1091,5,2,2,2015,Suburban,Good,No,553528,11
1411,3220,5,1,1,1985,Suburban,Fair,No,569149,41
1412,1213,2,2,1,1930,Rural,Excellent,No,854406,96
1413,1435,2,4,3,2006,Downtown,Excellent,Yes,727748,20
1414,4837,5,4,1,1909,Suburban,Excellent,No,654879,117
1415,501,1,1,1,1955,Suburban,Poor,No,302990,71
1416,3348,3,4,1,2020,Urban,Excellent,Yes,330759,6
1417,4544,3,2,3,1975,Downtown,Good,No,72838,51
1418,2449,1,1,2,2016,Suburban,Excellent,No,352872,10
1419,1417,3,2,1,1991,Rural,Poor,Yes,690537,35
1420,3674,4,4,3,1969,Urban,Good,Yes,652288,57
1421,2741,5,1,1,2022,Urban,Excellent,No,364942,4
1422,589,5,2,3,1919,Downtown,Good,Yes,515992,107
1423,2209,1,4,1,1904,Downtown,Good,No,987126,122
1424,2669,3,4,3,1922,Urban,Poor,No,194608,104
1425,4738,2,3,1,1908,Rural,Poor,No,186772,118
1426,3541,2,4,2,1957,Downtown,Good,Yes,744199,69
1427,605,3,2,1,1958,Downtown,Excellent,No,846680,68
1428,1386,2,1,3,1992,Urban,Poor,No,95291,34
1429,927,1,3,1,1979,Urban,Good,Yes,919061,47
1430,2395,1,4,2,1953,Downtown,Fair,No,265963,73
1431,816,3,4,1,1945,Suburban,Fair,No,175612,81
1432,1134,2,4,3,1921,Downtown,Poor,No,591465,105
1433,2425,1,2,3,1963,Suburban,Excellent,No,462699,63
1434,2556,1,3,2,1907,Urban,Fair,No,93815,119
1435,3644,4,2,3,2022,Suburban,Fair,No,874965,4
1436,2770,4,3,1,1919,Rural,Fair,Yes,836458,107
1437,1939,1,1,1,1950,Urban,Excellent,No,154997,76
1438,1052,3,2,1,1977,Downtown,Excellent,No,110611,49
1439,1215,5,2,3,1938,Downtown,Poor,Yes,661530,88
1440,4411,5,1,1,1936,Urban,Poor,No,467876,90
1441,2213,1,3,1,1949,Urban,Fair,No,760463,77
1442,3889,1,4,1,1933,Rural,Excellent,Yes,417057,93
1443,1607,1,1,2,1974,Urban,Good,Yes,92082,52
1444,4706,3,4,3,2017,Downtown,Fair,Yes,197330,9
1445,750,4,4,3,2003,Rural,Poor,Yes,677901,23
1446,2930,1,1,3,1932,Downtown,Excellent,Yes,934747,94
1447,2554,1,3,2,1930,Suburban,Poor,Yes,926122,96
1448,958,2,4,3,2022,Urban,Poor,Yes,145220,4
1449,707,3,1,2,1953,Suburban,Excellent,No,589677,73
1450,1399,1,2,2,1943,Downtown,Fair,No,141860,83
1451,3961,2,2,3,1933,Suburban,Excellent,No,733045,93
1452,3885,5,2,1,2013,Suburban,Fair,Yes,502436,13
1453,521,1,1,1,1970,Downtown,Poor,No,994699,56
1454,909,1,2,3,2021,Downtown,Excellent,Yes,71797,5
1455,1394,2,4,3,2012,Urban,Good,No,948407,14
1456,1014,3,2,2,2017,Suburban,Fair,No,933601,9
1457,4609,1,2,3,1961,Rural,Good,No,820227,65
1458,2634,5,4,2,1922,Rural,Fair,No,640620,104
1459,4095,1,2,3,1945,Downtown,Excellent,Yes,810943,81
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997,71
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123,120
1462,1766,4,4,3,2017,Downtown,Fair,Yes,450404,9
1463,2669,5,2,2,1988,Rural,Fair,Yes,335840,38
1464,4138,3,4,1,1960,Urban,Fair,No,52024,66
1465,1249,1,1,2,1902,Urban,Fair,Yes,479201,124
1466,3927,1,4,3,2022,Suburban,Poor,Yes,711944,4
1467,2427,4,2,3,1937,Urban,Fair,Yes,403142,89
1468,4304,5,2,1,1983,Downtown,Good,Yes,208116,43
1469,4202,1,3,3,1933,Downtown,Fair,No,831627,93
1470,2856,1,4,1,2012,Downtown,Excellent,No,317429,14
1471,2835,3,1,2,1943,Downtown,Poor,Yes,506331,83
1472,806,2,4,1,2007,Suburban,Good,No,843802,19
1473,4165,4,4,1,1929,Urban,Poor,No,67903,97
1474,2489,4,1,2,1916,Rural,Poor,No,737859,110
1475,1161,2,4,1,1958,Urban,Poor,Yes,934336,68
1476,811,1,1,1,1909,Downtown,Excellent,Yes,859427,117
1477,3420,3,1,3,1998,Rural,Poor,No,417304,28
1478,1582,3,4,2,1983,Suburban,Poor,No,478416,43
1479,3471,4,4,1,1917,Downtown,Fair,Yes,662665,109
1480,1254,3,2,2,1944,Downtown,Excellent,No,251474,82
1481,4630,2,2,2,2007,Rural,Good,Yes,456782,19
1482,852,1,3,1,1990,Suburban,Good,No,874254,36
1483,1402,2,3,3,1958,Rural,Good,Yes,419556,68
1484,4388,5,4,2,1961,Suburban,Excellent,Yes,887654,65
1485,658,4,1,1,1958,Downtown,Good,Yes,930520,68
1486,2477,3,3,2,1948,Urban,Excellent,Yes,543301,78
1487,1456,5,4,3,1999,Downtown,Fair,No,402594,27
1488,2571,3,3,3,1962,Urban,Fair,Yes,493884,64
1489,903,1,1,3,1986,Urban,Excellent,No,683654,40
1490,3279,1,4,1,1931,Suburban,Good,Yes,422222,95
1491,1887,1,1,1,1909,Rural,Excellent,Yes,638141,117
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715,116
1493,1455,5,3,1,2001,Downtown,Poor,No,960226,25
1494,2212,1,2,3,1969,Rural,Excellent,No,203405,57
1495,1773,5,3,1,2022,Urban,Poor,Yes,459174,4
1496,4311,3,3,3,2004,Urban,Fair,Yes,626730,22
1497,3125,5,2,2,1961,Downtown,Poor,No,464170,65
1498,2882,3,2,3,1946,Rural,Excellent,Yes,280755,80
1499,1941,3,4,3,1933,Downtown,Fair,No,583963,93
1500,3479,4,4,1,1999,Downtown,Poor,Yes,139590,27
1501,2297,3,1,1,2000,Suburban,Excellent,Yes,420714,26
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805,110
1503,4509,2,3,1,2003,Rural,Poor,No,638577,23
1504,1894,1,2,1,2003,Downtown,Excellent,Yes,67184,23
1505,4781,4,1,1,1953,Rural,Excellent,No,884395,73
1506,1769,4,3,2,1975,Urban,Good,No,731182,51
1507,4214,4,2,3,1984,Downtown,Good,Yes,505519,42
1508,1029,2,4,3,1939,Rural,Poor,No,257537,87
1509,4123,3,3,3,1918,Urban,Poor,No,841699,108
1510,3458,1,4,2,1966,Rural,Poor,Yes,233719,60
1511,3414,5,1,3,1981,Urban,Excellent,No,899246,45
1512,4091,3,1,2,1952,Suburban,Poor,No,872457,74
1513,2647,2,2,2,2014,Downtown,Excellent,Yes,171246,12
1514,3869,3,3,2,1963,Downtown,Poor,Yes,389749,63
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341,44
1516,1025,2,2,2,1946,Suburban,Excellent,No,879868,80
1517,501,4,1,3,1905,Rural,Good,No,723832,121
1518,874,4,1,3,1915,Suburban,Fair,Yes,200408,111
1519,2840,1,3,1,1971,Rural,Excellent,No,730947,55
1520,4505,1,4,1,2011,Rural,Poor,Yes,913624,15
1521,3552,4,3,2,1917,Downtown,Good,Yes,287439,109
1522,2865,5,4,2,1951,Urban,Poor,Yes,957023,75
1523,2025,3,4,3,1947,Downtown,Poor,No,396655,79
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953,84
1525,2146,3,2,2,1938,Downtown,Excellent,Yes,732457,88
1526,513,4,3,3,1948,Rural,Fair,Yes,927709,78
1527,2778,1,3,2,2012,Downtown,Excellent,No,626762,14
1528,3655,1,1,2,1911,Rural,Excellent,Yes,777333,115
1529,629,5,1,3,2008,Urban,Fair,No,468401,18
1530,4314,1,3,3,1909,Rural,Poor,Yes,125911,117
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643,56
1532,3438,5,1,3,2009,Suburban,Fair,No,866916,17
1533,4428,3,4,1,1954,Downtown,Fair,No,309383,72
1534,2540,1,3,2,1900,Downtown,Good,No,413309,126
1535,527,2,2,3,1948,Downtown,Poor,No,226682,78
1536,2613,1,2,3,1935,Downtown,Good,No,756167,91
1537,1752,3,2,3,1920,Suburban,Good,Yes,862267,106
1538,4856,5,3,2,1936,Suburban,Excellent,Yes,800639,90
1539,2546,3,4,1,2015,Suburban,Fair,No,146453,11
1540,4523,2,4,2,1923,Suburban,Fair,No,628078,103
1541,4896,4,1,2,1954,Downtown,Good,Yes,782320,72
1542,3874,1,3,3,1924,Rural,Excellent,Yes,846075,102
1543,3966,5,4,1,1906,Urban,Excellent,No,387990,120
1544,3581,4,3,2,2005,Suburban,Excellent,No,462167,21
1545,4278,3,1,3,1980,Rural,Poor,Yes,535320,46
1546,1129,5,1,2,1992,Suburban,Good,No,458449,34
1547,769,4,1,2,1993,Downtown,Poor,Yes,587488,33
1548,3139,5,2,3,1970,Downtown,Excellent,Yes,626563,56
1549,2493,2,3,3,1996,Rural,Excellent,No,519284,30
1550,3391,2,1,1,1970,Rural,Excellent,Yes,925433,56
1551,3932,1,3,2,2021,Rural,Fair,Yes,726651,5
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592,103
1553,2860,2,2,3,1910,Downtown,Fair,No,998084,116
1554,1075,5,1,1,1972,Urban,Poor,Yes,665973,54
1555,1807,2,1,1,1911,Rural,Fair,No,464562,115
1556,3692,1,4,3,1934,Urban,Good,Yes,847051,92
1557,3678,2,3,1,1962,Suburban,Fair,Yes,679742,64
1558,3234,2,1,3,1967,Urban,Excellent,Yes,576054,59
1559,2712,5,4,2,1999,Suburban,Poor,Yes,839981,27
1560,2852,4,3,1,1991,Suburban,Poor,Yes,724053,35
1561,4068,1,1,2,1956,Urban,Excellent,No,505235,70
1562,2155,5,4,2,1912,Rural,Excellent,No,540674,114
1563,2079,2,4,2,1922,Suburban,Excellent,Yes,830644,104
1564,2703,2,3,3,1982,Rural,Good,No,944370,44
1565,1890,4,4,2,2005,Downtown,Fair,No,964105,21
1566,2242,1,3,2,2000,Suburban,Poor,Yes,543496,26
1567,2425,1,3,2,1938,Downtown,Fair,No,884760,88
1568,1119,3,3,3,1987,Urban,Excellent,No,520917,39
1569,1774,1,2,2,1979,Rural,Excellent,No,270172,47
1570,1456,4,4,2,1996,Urban,Fair,No,75301,30
1571,2439,3,3,1,1911,Suburban,Poor,Yes,619051,115
1572,4453,3,1,3,1933,Downtown,Good,No,201837,93
1573,2881,2,2,2,1970,Suburban,Fair,Yes,881219,56
1574,1468,2,2,1,1974,Urban,Excellent,Yes,957107,52
1575,1816,1,4,3,1930,Rural,Excellent,No,57425,96
1576,1543,3,3,3,1992,Rural,Good,Yes,325001,34
1577,781,2,4,3,1961,Suburban,Fair,No,233843,65
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143,114
1579,1558,2,3,3,1930,Downtown,Good,No,465660,96
1580,4793,2,1,3,1901,Urban,Poor,No,833849,125
1581,3032,3,3,2,2002,Suburban,Poor,Yes,615745,24
1582,4328,3,2,2,1914,Downtown,Excellent,No,545496,112
1583,1508,5,1,2,1956,Suburban,Fair,No,785101,70
1584,1729,4,3,2,1974,Rural,Poor,No,443920,52
1585,1535,3,1,1,1933,Downtown,Excellent,No,579740,93
1586,775,1,1,2,2002,Downtown,Fair,Yes,161153,24
1587,3240,4,2,3,1967,Suburban,Excellent,Yes,875294,59
1588,2789,4,1,2,1974,Urban,Poor,Yes,242543,52
1589,1739,3,4,2,1928,Rural,Excellent,No,529274,98
1590,625,4,2,3,1965,Urban,Fair,Yes,330444,61
1591,4565,3,4,2,1915,Downtown,Fair,No,977070,111
1592,4812,2,1,2,1938,Urban,Excellent,No,450717,88
1593,4368,5,4,2,1976,Downtown,Fair,No,51845,50
1594,1708,2,3,1,1936,Urban,Excellent,Yes,169342,90
1595,3749,3,1,2,1980,Suburban,Fair,Yes,875613,46
1596,1418,3,3,3,1920,Urban,Excellent,Yes,500479,106
1597,4423,2,4,3,1943,Downtown,Excellent,Yes,811654,83
1598,4903,1,3,2,2023,Rural,Excellent,No,813292,3
1599,2469,1,1,2,1918,Rural,Good,Yes,768398,108
1600,3293,1,3,2,1970,Rural,Fair,Yes,298850,56
1601,1391,3,4,3,2001,Downtown,Poor,Yes,788650,25
1602,4970,4,4,3,1907,Urban,Excellent,Yes,297688,119
1603,2533,3,4,1,1976,Rural,Good,No,608692,50
1604,1864,4,1,1,2000,Rural,Poor,Yes,596852,26
1605,628,2,4,1,1965,Rural,Excellent,Yes,672186,61
1606,1514,5,1,3,1940,Suburban,Poor,Yes,330371,86
1607,2299,4,3,1,1974,Downtown,Good,No,570919,52
1608,2018,1,4,2,1987,Downtown,Poor,Yes,145259,39
1609,4681,3,3,2,1969,Downtown,Excellent,Yes,174451,57
1610,1698,2,2,3,1960,Downtown,Poor,Yes,490691,66
1611,4373,1,3,1,1925,Downtown,Poor,No,67215,101
1612,2974,2,2,2,1970,Suburban,Excellent,No,180577,56
1613,3985,5,3,3,2020,Urban,Good,Yes,832680,6
1614,4549,3,1,1,2002,Suburban,Good,Yes,121074,24
1615,4219,3,3,2,1982,Rural,Poor,No,989203,44
1616,802,5,1,1,1969,Suburban,Fair,No,682909,57
1617,4452,3,1,3,2006,Downtown,Poor,No,979958,20
1618,1486,4,4,1,1928,Suburban,Fair,No,753577,98
1619,2363,2,1,3,2006,Downtown,Poor,No,156759,20
1620,4940,1,2,1,2002,Suburban,Good,Yes,178471,24
1621,3572,5,4,2,1965,Downtown,Poor,Yes,858143,61
1622,3624,4,4,3,1918,Rural,Poor,Yes,458275,108
1623,1827,1,3,3,1967,Downtown,Fair,Yes,622686,59
1624,2908,1,1,3,1957,Suburban,Good,No,837718,69
1625,4173,5,1,1,1969,Rural,Fair,No,215369,57
1626,3791,4,2,1,2012,Suburban,Poor,No,682592,14
1627,4533,1,3,2,1956,Rural,Excellent,No,154959,70
1628,1203,1,3,3,1936,Urban,Poor,No,289317,90
1629,1074,4,4,3,1960,Urban,Poor,Yes,731845,66
1630,3732,3,4,1,1991,Urban,Fair,Yes,372111,35
1631,3132,1,4,1,1929,Suburban,Excellent,Yes,934235,97
1632,4328,2,2,2,1970,Suburban,Excellent,Yes,179745,56
1633,3730,4,2,2,1972,Rural,Fair,Yes,104583,54
1634,988,1,4,1,1924,Rural,Good,No,698365,102
1635,1847,5,3,3,1996,Rural,Excellent,No,494846,30
1636,4181,2,2,2,1964,Rural,Excellent,No,161359,62
1637,3673,1,3,1,2014,Downtown,Fair,No,601374,12
1638,2167,2,3,1,1905,Urban,Good,No,721844,121
1639,2137,2,1,3,1917,Downtown,Good,Yes,773983,109
1640,4614,3,4,1,1909,Downtown,Poor,Yes,678420,117
1641,4053,2,1,1,1991,Downtown,Poor,Yes,565329,35
1642,1500,3,4,2,1910,Downtown,Fair,No,109263,116
1643,1350,4,4,1,1996,Urban,Good,No,724035,30
1644,1888,3,3,1,1964,Downtown,Fair,No,956587,62
1645,4212,5,4,2,1976,Rural,Poor,No,110664,50
1646,1867,1,3,3,2000,Suburban,Fair,Yes,467896,26
1647,1321,4,3,3,1983,Rural,Fair,No,984581,43
1648,954,4,4,2,1964,Suburban,Excellent,Yes,956906,62
1649,2124,5,3,2,1951,Rural,Excellent,No,389112,75
1650,3272,3,3,3,1966,Rural,Excellent,Yes,970995,60
1651,4226,1,3,3,1981,Suburban,Poor,No,751486,45
1652,3647,3,2,3,2004,Urban,Fair,No,817018,22
1653,4589,2,3,3,1977,Downtown,Excellent,Yes,446608,49
1654,2690,3,2,3,1930,Rural,Excellent,Yes,505473,96
1655,1416,4,2,2,1990,Urban,Excellent,No,117804,36
1656,4486,1,3,1,1916,Downtown,Poor,Yes,874832,110
1657,3375,3,3,3,1954,Urban,Poor,No,479767,72
1658,1940,1,2,3,2009,Urban,Fair,No,864520,17
1659,4900,1,2,1,1992,Downtown,Fair,Yes,261087,34
1660,1235,2,3,1,1935,Rural,Fair,No,992969,91
1661,4068,2,3,1,2000,Urban,Excellent,No,491371,26
1662,3838,4,4,1,1925,Rural,Good,Yes,137893,101
1663,3515,5,2,1,1952,Rural,Poor,No,842401,74
1664,3389,1,2,1,1916,Rural,Excellent,No,58981,110
1665,1461,5,4,2,1985,Downtown,Excellent,No,464248,41
1666,3489,4,2,1,1924,Suburban,Fair,No,366235,102
1667,4348,1,1,1,1901,Rural,Fair,Yes,157154,125
1668,1526,1,2,2,2018,Suburban,Excellent,Yes,336552,8
1669,4365,5,4,1,1985,Suburban,Poor,Yes,729601,41
1670,3363,3,1,3,1904,Urban,Poor,No,884372,122
1671,3001,2,3,3,1903,Rural,Excellent,Yes,526154,123
1672,2447,3,4,1,1935,Rural,Good,Yes,756465,91
1673,1677,5,4,2,1905,Rural,Good,Yes,242122,121
1674,511,2,3,3,2015,Suburban,Poor,No,53657,11
1675,4899,3,4,2,1920,Downtown,Fair,Yes,857662,106
1676,3864,2,2,3,1976,Suburban,Good,Yes,986184,50
1677,3522,1,3,1,2017,Rural,Good,No,263766,9
1678,3871,3,4,2,2000,Rural,Fair,No,659019,26
1679,3330,2,3,2,2018,Rural,Good,No,223412,8
1680,542,2,3,2,1988,Suburban,Excellent,No,741310,38
1681,1443,2,3,3,1925,Rural,Good,No,713227,101
1682,2890,3,1,3,1954,Urban,Fair,No,783902,72
1683,3045,4,4,3,1938,Rural,Excellent,Yes,54329,88
1684,2911,3,1,1,1983,Downtown,Good,Yes,348009,43
1685,1504,5,4,3,1932,Urban,Poor,No,772300,94
1686,520,3,2,1,1913,Rural,Excellent,No,569897,113
1687,906,2,2,2,1955,Urban,Excellent,Yes,87869,71
1688,1514,1,2,2,1999,Rural,Poor,No,247977,27
1689,4931,3,4,1,1980,Downtown,Poor,No,956617,46
1690,2338,3,3,3,1920,Rural,Good,Yes,548185,106
1691,3688,2,3,1,1945,Urban,Good,No,133984,81
1692,1214,1,1,2,1915,Downtown,Fair,No,961604,111
1693,4646,1,1,2,2009,Suburban,Fair,Yes,151069,17
1694,4354,5,2,1,1915,Downtown,Excellent,Yes,298577,111
1695,4919,3,1,3,2019,Downtown,Poor,Yes,926143,7
1696,640,1,4,3,1983,Downtown,Poor,Yes,378396,43
1697,1463,1,4,1,1928,Urban,Fair,Yes,391530,98
1698,872,4,1,1,1991,Downtown,Excellent,No,168728,35
1699,4135,4,1,3,1907,Rural,Excellent,No,573846,119
1700,3041,1,1,2,1987,Downtown,Fair,No,969215,39
1701,4110,5,1,1,1902,Downtown,Fair,No,75801,124
1702,2192,1,2,3,1988,Rural,Fair,No,792647,38
1703,605,2,2,3,1918,Rural,Good,Yes,809925,108
1704,2181,3,1,2,1996,Suburban,Excellent,No,664997,30
1705,4597,5,4,2,1965,Downtown,Excellent,No,365414,61
1706,4516,2,2,2,1978,Urban,Excellent,No,514838,48
1707,3136,5,4,2,1985,Downtown,Fair,No,891967,41
1708,2637,2,3,2,2023,Downtown,Fair,No,305560,3
1709,3916,3,4,1,1973,Rural,Fair,Yes,818026,53
1710,4945,3,1,3,1981,Suburban,Fair,No,782119,45
1711,4030,4,3,1,1921,Downtown,Poor,No,66220,105
1712,1786,2,2,1,1945,Urban,Fair,No,325536,81
1713,3679,4,2,1,2012,Downtown,Good,No,528803,14
1714,4154,2,3,1,1990,Urban,Poor,No,445462,36
1715,2859,4,4,1,1912,Rural,Poor,No,332154,114
1716,944,3,2,2,1932,Suburban,Fair,Yes,176951,94
1717,535,5,1,2,1904,Downtown,Excellent,No,380502,122
1718,1975,4,3,3,1989,Suburban,Fair,Yes,533419,37
1719,4457,2,1,1,1976,Downtown,Excellent,Yes,198306,50
1720,2298,2,3,3,1926,Urban,Fair,No,932622,100
1721,2345,3,2,2,2020,Suburban,Fair,No,690083,6
1722,1908,2,4,2,1977,Downtown,Excellent,No,492667,49
1723,2208,1,3,2,1923,Rural,Excellent,Yes,959222,103
1724,3438,5,3,1,1966,Urban,Excellent,No,175223,60
1725,1800,4,1,1,2010,Suburban,Excellent,No,572886,16
1726,1743,5,2,2,2014,Downtown,Good,No,649493,12
1727,4476,3,1,3,1962,Suburban,Excellent,Yes,465000,64
1728,3597,4,2,3,2012,Downtown,Fair,Yes,997176,14
1729,509,4,1,2,1993,Urban,Fair,No,51082,33
1730,2925,1,3,3,1998,Rural,Good,Yes,454364,28
1731,2160,3,1,2,1947,Urban,Excellent,No,208566,79
1732,3131,2,4,3,1962,Suburban,Fair,Yes,911525,64
1733,1572,1,2,2,1977,Suburban,Good,No,364096,49
1734,3725,1,2,3,1911,Downtown,Fair,Yes,86719,115
1735,1816,5,3,1,1927,Urban,Good,No,98737,99
1736,4645,5,2,2,1943,Downtown,Good,No,502669,83
1737,4183,5,4,2,1992,Urban,Poor,Yes,157271,34
1738,3773,1,1,3,1942,Suburban,Poor,Yes,744896,84
1739,645,2,3,2,1916,Downtown,Excellent,Yes,231676,110
1740,3540,4,4,2,1939,Downtown,Poor,Yes,494049,87
1741,1962,5,2,2,1948,Urban,Good,Yes,981543,78
1742,2084,2,2,1,1984,Rural,Fair,No,642127,42
1743,982,3,4,1,1956,Urban,Fair,No,884363,70
1744,3679,5,1,3,1986,Rural,Excellent,Yes,352069,40
1745,1749,4,1,1,1983,Urban,Poor,No,232075,43
1746,1130,3,3,3,1963,Suburban,Excellent,No,492113,63
1747,1161,3,2,1,1974,Downtown,Good,Yes,137745,52
1748,4003,4,4,3,1956,Urban,Poor,No,176298,70
1749,3352,5,1,1,2020,Suburban,Excellent,No,667997,6
1750,2966,1,3,1,1997,Urban,Fair,Yes,354431,29
1751,1487,4,2,3,1973,Downtown,Fair,Yes,796086,53
1752,2046,4,2,2,1973,Urban,Excellent,No,476228,53
1753,1149,4,3,2,2006,Rural,Excellent,Yes,681540,20
1754,1468,3,3,1,2023,Downtown,Excellent,No,747143,3
1755,3137,2,1,3,1969,Rural,Good,Yes,421467,57
1756,1600,1,4,2,1999,Suburban,Good,Yes,511531,27
1757,940,5,2,3,1987,Suburban,Fair,Yes,789126,39
1758,1269,5,4,2,1975,Urban,Good,Yes,489707,51
1759,1843,2,2,3,1942,Rural,Good,No,270013,84
1760,4858,4,2,1,2018,Rural,Poor,Yes,501800,8
1761,4229,1,4,3,1922,Downtown,Good,Yes,849235,104
1762,4406,5,3,2,1926,Rural,Poor,No,230697,100
1763,2077,5,1,1,1957,Rural,Good,No,693107,69
1764,4508,4,2,3,2020,Downtown,Fair,No,929793,6
1765,3851,2,3,2,2008,Downtown,Excellent,No,63698,18
1766,2849,1,2,1,1936,Rural,Fair,Yes,65376,90
1767,4102,2,1,3,1905,Urban,Good,No,526870,121
1768,1741,2,2,2,1964,Downtown,Excellent,Yes,325261,62
1769,1625,1,1,3,1905,Downtown,Excellent,No,286591,121
1770,3101,1,1,3,1949,Rural,Excellent,Yes,481172,77
1771,1690,5,2,1,1921,Rural,Poor,No,98786,105
1772,4631,5,2,1,2004,Downtown,Fair,Yes,687293,22
1773,4948,1,1,2,1987,Rural,Poor,Yes,268850,39
1774,572,3,3,1,1924,Downtown,Excellent,No,378624,102
1775,2414,5,4,2,1978,Urban,Fair,Yes,737055,48
1776,2972,3,1,3,1989,Urban,Fair,Yes,969015,37
1777,3546,1,2,3,1971,Downtown,Good,Yes,889665,55
1778,1207,5,2,2,1950,Downtown,Poor,Yes,423166,76
1779,2304,2,3,3,1987,Suburban,Poor,No,465718,39
1780,4213,1,4,1,1947,Suburban,Good,Yes,493226,79
1781,3064,4,1,3,2001,Rural,Poor,Yes,142529,25
1782,2975,3,1,1,1969,Rural,Excellent,No,517121,57
1783,4110,1,4,2,2017,Downtown,Excellent,No,815784,9
1784,4755,1,1,2,1998,Downtown,Poor,No,489705,28
1785,3323,5,4,3,2005,Suburban,Good,Yes,675207,21
1786,2235,5,2,3,1964,Suburban,Fair,Yes,919965,62
1787,2085,5,4,1,1959,Downtown,Poor,No,524381,67
1788,566,4,1,1,1945,Urban,Fair,Yes,999453,81
1789,3561,5,4,3,1935,Urban,Good,No,522803,91
1790,2928,1,3,3,1957,Rural,Fair,Yes,536275,69
1791,4653,5,2,2,1975,Downtown,Good,No,772670,51
1792,841,2,2,2,1937,Downtown,Good,Yes,259870,89
1793,3274,5,4,2,1910,Rural,Excellent,No,643695,116
1794,3317,4,1,3,1911,Suburban,Excellent,Yes,648097,115
1795,3161,2,3,3,1941,Suburban,Good,No,329373,85
1796,1732,1,2,3,2013,Urban,Poor,Yes,994889,13
1797,4374,1,2,2,1938,Downtown,Excellent,Yes,616464,88
1798,2901,3,1,3,1970,Suburban,Good,Yes,669113,56
1799,1994,2,1,1,1910,Urban,Fair,No,970764,116
1800,4711,3,3,3,1935,Urban,Fair,Yes,147555,91
1801,1161,2,4,3,1951,Urban,Poor,Yes,577433,75
1802,4383,2,1,3,1930,Suburban,Fair,Yes,147289,96
1803,4119,4,4,3,1932,Suburban,Fair,No,713162,94
1804,2368,3,3,3,1912,Downtown,Good,Yes,838695,114
